1,132.9,37,43,81,63,78,69,37,69,42,65,83,49,5,53
1,133.7,41,52,90,60,71,87,29,82,31,70,90,68,6,42
1,134.15,44,56,93,58,63,68,54,69,45,82,87,47,6,44
-1,134.85,43,69,94,55,70,79,21,81,91,90,95,20,6,47
1,134.72,41,53,88,58,67,89,37,76,52,98,93,43,4,44
-1,134.5,40,42,82,42,67,71,40,74,89,91,92,28,5,53
1,134.3,38,53,86,60,67,81,21,92,50,67,85,40,6,56
-1,135.32,43,59,93,54,66,71,55,83,50,64,86,37,6,48
-1,134.01,44,51,93,58,65,84,51,81,88,72,87,45,4,49
-1,133.3,45,48,87,50,69,83,20,76,52,71,75,30,5,47
-1,133.5,44,57,81,58,63,57,21,73,94,82,75,20,5,44
1,132.72,43,53,90,61,64,74,34,81,56,64,82,44,5,63
-1,133.19,43,56,94,69,72,67,64,72,79,72,83,44,5,65
-1,130.83,42,63,90,75,70,79,52,75,42,87,100,20,6,74
-1,130.03,41,44,88,62,72,74,20,72,90,64,90,52,5,79
1,130.89,42,44,84,70,70,60,23,73,78,69,83,24,6,70
1,131.63,40,41,81,58,64,64,35,79,37,68,81,62,5,57
1,132.48,34,20,37,62,69,88,57,77,61,13,12,44,5,79
1,132.32,41,44,82,65,58,83,100,77,62,75,81,57,6,60
-1,131.94,37,42,80,58,62,81,52,75,59,56,75,62,6,61
1,126.88,43,43,93,62,51,74,30,75,90,70,90,20,7,51
-1,129.22,45,46,92,55,57,76,22,68,51,76,88,44,7,65
-1,128.91,43,47,86,49,59,65,28,69,51,72,82,31,6,54
1,127.57,39,41,82,49,59,77,56,62,66,68,86,63,5,54
-1,127.71,37,43,75,59,58,76,23,63,53,73,78,45,5,74
-1,127.5,43,43,86,64,65,63,28,87,50,70,85,37,6,84
-1,127.95,41,47,84,71,68,74,44,82,59,72,71,55,6,62
1,128.18,41,48,84,76,66,74,21,63,69,75,82,31,5,71
1,131.45,43,37,80,66,66,68,43,64,56,62,85,69,7,68
1,131.25,37,43,73,59,62,85,70,56,58,68,73,54,5,80
-1,131.07,42,53,86,74,80,87,29,57,50,68,80,49,11,85
1,130.29,46,53,88,65,71,69,57,60,100,58,83,37,10,95
1,131.59,43,53,82,56,62,70,44,59,28,65,78,74,12,50
-1,131.8,43,45,82,72,62,87,29,49,60,67,89,43,13,71
-1,132.09,45,57,80,66,67,77,40,53,38,58,83,57,16,67
1,131.28,100,35,78,98,100,81,34,68,64,60,84,76,35,98
-1,132.77,56,46,83,79,72,88,48,64,59,87,96,67,11,69
1,132.93,47,56,81,88,74,73,22,63,64,69,83,33,8,71
-1,134.83,46,87,82,57,68,84,38,53,60,81,83,49,7,78
-1,133.93,43,50,76,75,75,76,36,65,52,65,78,60,6,64
1,134.59,41,81,89,78,75,89,28,61,73,78,100,43,5,72
-1,134.94,42,64,80,90,98,93,42,58,41,60,85,31,5,74
-1,133.76,34,29,37,84,90,82,29,69,19,12,10,34,4,60
1,132.42,42,64,84,72,80,87,28,57,55,76,92,31,4,65
-1,134.56,40,43,79,77,75,90,60,63,33,76,85,60,4,64
1,133.5,40,46,82,70,66,72,76,57,81,59,81,42,4,60
1,135.03,45,63,87,58,66,71,25,55,49,100,86,72,5,43
1,135.42,42,41,83,66,68,71,65,68,86,100,82,49,4,63
-1,135.92,40,49,85,71,65,76,21,70,86,86,83,19,5,72
1,134.72,40,49,76,77,76,77,23,66,38,71,76,40,4,67
1,136.41,46,49,84,57,67,80,27,57,41,67,76,54,4,53
1,137.53,41,51,90,76,68,71,48,59,99,62,84,60,4,54
1,138.43,42,54,86,67,68,85,21,57,54,59,80,100,5,67
-1,145.83,43,46,83,73,66,91,21,61,60,80,84,49,4,50
-1,143.72,38,52,73,71,64,90,20,62,53,66,75,26,4,56
-1,143.05,44,100,100,63,66,79,20,59,70,84,98,25,4,51
-1,142.95,41,54,94,75,68,89,57,60,61,81,87,44,5,64
-1,142.0,33,25,41,64,63,85,19,59,46,13,12,37,4,60
-1,140.76,41,51,88,59,69,84,55,68,63,84,93,30,4,65
1,139.11,41,65,85,57,64,91,30,58,43,62,83,40,4,54
1,141.5,41,64,97,67,64,82,0,70,49,96,89,48,4,59
1,141.92,44,54,91,65,67,78,40,69,35,83,89,24,4,61
1,141.6,42,40,80,69,80,63,29,59,53,78,79,44,4,78
1,146.51,40,42,86,61,66,62,48,57,64,97,88,51,4,68
1,147.12,87,57,46,69,81,78,33,81,12,88,74,43,81,81
1,148.21,85,47,43,65,77,79,44,78,7,67,59,42,71,52
-1,148.44,76,25,23,64,73,74,0,76,7,14,11,36,64,56
-1,147.3,91,57,58,69,69,71,22,74,9,86,87,21,82,51
-1,146.83,84,55,57,59,76,78,56,66,6,89,87,63,62,66
1,145.18,85,56,49,73,72,84,91,67,9,94,80,36,75,50
-1,147.21,90,65,54,68,68,74,73,83,5,81,80,51,87,57
1,147.9,90,63,52,87,70,79,43,70,8,77,79,51,78,44
1,149.61,93,55,51,74,70,68,24,74,12,75,74,51,80,64
1,150.0,91,57,43,70,60,69,38,76,3,73,72,20,77,64
1,149.0,89,61,51,71,68,74,47,75,11,70,78,77,80,40
1,149.83,87,56,48,80,80,79,21,74,11,75,76,29,86,57
-1,151.59,88,68,52,68,77,81,21,100,3,76,88,34,83,57
1,150.74,84,64,50,65,75,71,21,69,8,69,82,65,84,66
-1,152.45,85,49,46,54,73,77,32,73,6,78,81,46,99,60
-1,153.24,85,54,52,73,71,100,22,81,11,64,77,49,82,63
1,150.84,88,57,52,60,67,79,51,78,9,81,79,48,91,48
1,151.67,79,58,51,57,71,82,31,72,7,84,78,58,94,48
1,154.6,82,47,46,60,74,77,23,81,7,56,65,30,92,62
1,155.65,70,53,46,65,74,93,32,71,6,72,75,29,79,58
1,156.0,81,62,53,53,73,94,42,71,9,74,78,53,81,51
-1,159.1,81,62,52,55,75,85,45,74,8,90,80,44,94,65
-1,156.23,86,64,61,65,77,74,24,72,67,86,82,39,100,66
-1,153.93,93,56,54,67,75,79,54,79,100,82,83,25,76,61
1,153.88,80,56,47,58,70,79,49,76,60,61,75,46,68,55
1,155.16,88,57,56,72,75,90,50,78,33,82,79,69,89,68
-1,156.96,83,58,56,70,83,93,50,78,27,71,81,21,93,79
1,156.69,89,59,54,70,75,67,30,83,24,85,80,53,77,39
-1,158.5,77,57,53,73,75,82,23,68,21,71,66,20,62,54
-1,158.27,73,51,41,60,79,83,27,75,16,50,49,28,76,56
-1,158.41,85,63,57,56,81,76,56,90,22,63,66,37,71,61
-1,157.12,79,56,57,54,75,70,34,78,16,69,62,37,57,47
-1,156.0,78,49,53,61,78,82,59,79,14,77,60,43,57,52
-1,156.49,72,47,36,70,74,74,69,73,23,41,33,28,66,62
1,156.3,88,77,88,78,70,84,46,81,34,78,96,40,73,52
1,157.81,80,60,70,57,71,84,53,75,32,67,79,30,58,69
1,158.41,82,63,67,61,75,73,39,72,13,79,75,48,59,65
1,158.98,76,50,59,65,76,90,89,72,19,67,73,36,57,49
-1,159.0,96,72,90,89,98,81,55,76,23,89,95,53,61,77
1,158.96,91,75,87,81,82,74,58,81,32,82,91,39,83,74
-1,159.54,90,63,90,76,74,79,27,74,27,69,83,34,65,87
-1,159.15,91,67,77,78,73,71,23,70,25,72,93,44,60,64
1,158.74,90,61,69,80,78,73,36,66,36,68,77,25,56,74
-1,158.2,96,66,71,81,83,73,58,77,28,78,84,48,73,84
1,157.55,89,78,69,85,74,65,35,80,33,100,84,43,53,88
1,158.87,94,73,64,74,78,63,27,77,21,73,78,45,45,80
-1,159.81,84,100,57,85,79,66,21,73,17,75,69,35,53,63
-1,158.94,93,71,75,70,72,59,0,68,28,78,80,52,55,69
1,158.58,100,70,71,96,72,51,37,77,28,84,79,39,87,68
1,163.59,97,65,66,72,74,62,44,79,28,70,72,38,73,81
1,167.25,91,66,65,60,75,50,20,75,22,89,79,62,44,79
-1,169.21,82,60,59,61,72,37,21,77,23,70,80,55,45,66
-1,165.92,89,76,70,80,77,53,20,79,21,64,88,47,64,72
-1,164.96,84,69,71,67,78,55,53,75,27,81,100,48,68,65
-1,164.25,92,68,63,79,82,66,33,84,29,70,86,63,79,76
-1,163.22,86,70,60,78,81,60,23,81,20,80,82,38,72,71
-1,162.99,82,57,57,68,78,77,46,77,35,76,77,81,82,64
1,162.42,89,75,68,80,87,72,50,78,33,80,87,37,71,65
1,165.0,90,73,64,71,76,77,23,89,29,89,86,76,91,53
-1,165.0,93,79,63,68,77,83,0,79,30,84,86,52,77,65
-1,164.67,92,72,62,67,74,84,41,86,27,71,81,57,84,64
1,165.25,85,49,85,81,89,82,3,73,11,37,89,53,68,71
1,166.45,93,54,95,66,88,73,6,80,11,40,88,38,71,57
1,167.7,90,59,97,80,88,69,6,77,9,47,86,26,63,73
1,168.42,96,54,92,81,90,83,2,70,7,55,88,84,84,66
1,169.74,97,49,88,84,87,72,3,78,9,49,83,32,75,63
1,170.41,90,47,81,89,96,85,2,72,10,51,75,64,58,80
1,173.92,99,54,92,78,88,78,3,83,8,52,82,45,97,84
1,174.98,92,44,88,83,88,78,4,73,10,37,81,70,75,74
1,175.97,84,42,81,79,92,83,3,68,5,40,77,26,62,98
1,176.75,75,33,79,100,96,78,2,73,5,29,76,20,65,100
1,178.0,68,24,35,85,91,84,2,74,6,7,18,31,62,81
-1,180.34,68,27,32,97,100,74,5,65,4,6,12,38,69,85
1,181.85,89,48,74,77,81,86,3,81,6,31,57,49,68,80
-1,184.0,89,55,96,85,87,93,2,71,10,44,85,55,68,69
-1,183.04,97,51,90,74,81,80,5,69,9,46,80,45,64,84
-1,181.4,89,51,99,79,76,85,2,74,7,47,85,67,73,84
1,180.64,95,57,95,69,90,71,3,83,7,59,87,42,71,73
-1,182.4,83,50,87,66,78,82,3,64,8,52,87,69,53,82
-1,181.43,97,44,88,86,90,71,3,63,7,41,88,34,78,94
-1,181.9,87,44,86,91,100,87,4,71,8,51,95,53,71,91
1,177.16,96,51,92,83,88,77,4,75,8,50,85,73,79,71
1,178.54,90,58,92,69,90,77,3,63,13,45,92,57,96,86
-1,179.0,96,54,86,77,87,93,4,63,8,47,86,25,85,80
-1,179.82,91,45,86,96,90,79,3,63,8,49,86,32,77,83
1,178.31,90,46,79,74,92,87,2,61,5,39,80,40,89,77
-1,180.1,92,49,92,81,84,93,4,62,7,41,86,89,94,76
-1,179.99,89,53,89,85,91,75,7,64,10,55,91,25,82,76
1,175.96,93,49,85,73,85,81,2,63,7,47,86,31,84,70
-1,177.34,93,46,84,77,85,69,4,57,6,41,81,26,79,74
-1,176.85,89,48,78,70,82,80,6,59,15,41,77,73,78,72
1,174.37,91,52,88,88,77,76,2,67,9,48,87,38,72,69
1,176.29,90,56,86,81,83,73,5,62,11,41,84,63,75,63
1,177.4,95,48,85,84,74,79,2,55,10,47,82,45,73,72
1,177.25,86,48,83,75,78,78,6,65,7,36,86,71,68,54
-1,178.02,92,52,82,66,76,82,5,60,8,37,88,74,96,58
-1,177.08,90,43,100,61,76,76,3,66,8,44,99,61,78,67
1,176.88,88,46,95,65,74,72,2,63,9,43,95,57,78,65
-1,179.0,85,50,91,75,78,84,0,73,9,40,89,70,79,70
-1,177.56,90,49,91,83,77,79,2,71,10,55,89,64,68,62
1,178.39,85,48,83,80,84,76,4,70,9,50,91,36,68,83
-1,179.0,86,48,100,60,73,94,2,68,10,39,97,26,72,59
1,177.5,83,48,90,64,84,88,5,64,7,48,98,58,88,61
-1,178.25,84,49,84,66,79,90,8,64,5,42,89,20,62,75
-1,175.74,73,36,68,55,76,84,2,58,6,36,69,34,83,57
1,175.84,88,62,98,79,75,95,3,81,7,44,88,73,83,69
-1,178.59,93,52,90,70,77,74,4,83,10,46,87,50,80,75
-1,178.47,91,52,84,81,86,66,6,78,9,45,82,60,74,66
1,178.74,85,41,76,83,78,70,12,73,10,42,82,64,91,72
1,179.42,65,26,38,78,83,81,4,75,11,7,13,54,57,67
1,181.75,92,57,94,73,76,91,5,65,13,45,82,38,100,74
1,182.53,90,52,93,82,74,90,2,63,12,44,82,20,95,57
-1,182.31,91,58,85,73,82,72,7,58,9,35,87,50,81,59
1,182.59,86,53,83,80,81,69,7,53,12,100,98,45,77,76
1,183.42,80,43,71,81,77,91,2,68,12,43,78,100,76,75
-1,184.23,80,32,37,80,67,66,14,51,10,5,12,89,65,61
1,182.54,94,100,97,52,61,73,30,56,13,63,96,57,93,63
-1,183.45,90,70,93,83,74,88,38,52,11,68,96,38,89,68
-1,183.33,94,51,88,81,77,86,42,55,9,71,91,51,93,61
1,183.16,86,67,82,79,85,82,56,71,10,65,92,80,75,70
1,185.38,79,57,93,73,73,68,65,67,9,60,95,63,78,65
1,186.11,85,64,96,62,70,73,87,65,16,59,100,31,92,61
-1,185.14,89,59,93,69,73,83,100,59,100,62,100,60,91,63
1,182.9,86,58,86,81,74,79,99,57,50,54,92,32,79,56
-1,183.71,86,48,81,62,89,71,22,80,22,81,84,70,17,60
-1,183.3,97,100,99,57,96,73,18,86,47,73,98,42,14,70
-1,182.73,98,78,96,70,89,65,19,67,38,85,100,60,14,70
-1,181.39,97,73,93,75,89,78,24,78,33,85,94,69,13,75
-1,178.48,89,53,82,72,87,72,21,77,30,63,86,69,13,71
1,177.73,77,51,80,60,86,76,23,73,35,74,86,81,12,64
-1,183.78,92,61,91,69,86,61,25,81,19,70,84,41,17,93
-1,184.0,95,56,87,82,97,69,24,64,23,63,85,69,15,79
1,183.46,90,57,83,69,87,63,26,74,19,83,81,88,15,88
1,185.63,92,58,86,69,96,64,29,84,15,81,88,97,16,73
-1,186.73,90,49,77,62,90,68,29,75,16,99,79,44,18,75
1,186.76,95,60,91,59,84,64,51,77,16,88,86,23,20,71
1,187.37,95,56,92,52,83,63,54,73,13,83,87,42,18,77
-1,187.41,96,58,89,64,87,74,51,80,15,69,87,35,18,75
1,187.82,85,52,81,81,85,73,43,74,12,68,76,37,16,70
-1,190.07,92,61,95,86,88,65,48,83,14,99,91,47,16,71
-1,188.41,92,63,94,59,89,58,56,84,12,86,86,35,21,66
1,186.85,88,62,93,76,92,72,64,81,16,73,87,70,16,79
1,188.1,91,57,86,81,88,67,61,75,15,86,85,31,20,86
1,190.0,87,49,81,83,100,60,67,67,14,78,86,71,16,85
-1,190.3,89,65,89,69,82,67,69,71,17,73,84,51,12,64
1,190.05,85,45,88,62,81,70,74,77,11,73,81,52,16,74
1,191.05,86,50,85,75,90,69,75,85,14,69,89,59,15,56
1,191.43,73,28,43,54,83,65,72,78,12,15,16,55,12,46
1,196.01,77,68,77,74,88,68,76,77,12,73,65,49,14,58
1,197.88,97,62,93,67,82,57,90,66,30,87,88,34,14,81
-1,198.75,96,61,89,75,90,69,74,77,24,83,84,33,28,66
-1,199.58,94,53,87,61,87,64,44,71,19,71,76,50,69,91
1,199.25,82,43,83,58,81,67,26,69,15,58,70,58,42,83
1,199.26,79,39,72,74,83,60,20,73,8,27,64,26,25,87
-1,202.77,92,59,93,60,77,71,12,69,10,63,80,43,33,70
-1,199.8,96,56,93,64,85,75,11,75,18,66,81,79,40,79
1,199.5,84,56,88,75,85,59,9,72,16,75,80,42,30,76
-1,199.62,94,55,85,66,92,61,8,60,12,69,78,37,32,75
-1,198.5,82,51,84,61,79,73,8,73,12,56,76,46,25,58
1,198.07,92,51,100,65,74,59,5,76,12,73,89,36,28,92
1,199.3,94,55,95,58,81,61,7,80,10,80,91,63,29,74
-1,201.64,87,52,91,85,88,56,6,69,11,72,91,42,37,81
1,202.24,88,43,82,64,83,63,6,80,9,64,83,63,35,84
1,202.32,89,61,95,69,88,54,4,76,10,63,82,82,40,92
1,204.0,92,71,93,74,88,65,5,82,8,64,85,72,35,93
-1,206.95,89,56,88,72,84,64,4,84,9,64,81,35,38,89
-1,206.8,83,52,84,71,83,66,3,76,9,65,82,98,29,99
1,206.8,84,45,77,75,85,51,5,78,8,63,77,75,27,86
1,208.73,89,57,92,75,77,68,3,78,10,64,83,48,34,86
-1,209.11,90,49,83,70,82,74,3,73,10,63,82,70,30,85
1,209.43,95,45,83,69,79,59,3,72,10,83,79,44,34,75
-1,211.1,93,49,79,67,84,76,3,75,8,100,76,26,100,84
1,209.99,90,50,73,63,82,71,2,88,7,74,78,57,56,83
1,212.0,94,62,91,77,87,73,3,76,10,83,77,52,51,90
-1,213.22,92,59,90,75,88,79,1,76,15,70,78,86,34,90
1,223.48,92,51,87,62,76,72,2,85,13,64,81,80,26,90
1,237.13,91,51,85,80,82,70,2,71,12,92,77,55,33,72
1,240.82,85,55,78,74,80,73,1,72,26,71,72,54,37,91
-1,243.38,87,52,92,71,81,84,2,79,19,72,87,49,23,98
-1,239.06,91,62,87,68,79,77,2,79,21,73,83,100,27,97
1,237.06,90,65,86,67,84,72,2,70,18,80,85,76,23,94
-1,238.58,87,48,79,74,88,73,2,79,24,65,78,26,40,95
1,237.6,92,50,91,66,81,67,2,73,100,74,81,49,25,83
-1,239.91,94,49,90,81,80,60,2,70,34,69,86,57,29,82
-1,238.01,84,46,87,69,83,76,1,71,24,65,83,46,28,80
-1,234.03,92,50,86,78,88,71,1,80,14,67,83,43,31,89
1,232.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
